,Seller Name,Seller type,BHK,Location,City,Total Price,price per sqft,Area_sqft,Construction status
5800,seller,VERIFIED OWNER,2 BHK Apartment,Mira Road East,Mumbai, 2.15 Cr,"15,925 ",1350 ,Ready to move
5801,seller,VERIFIED OWNER,2 BHK Apartment,Mira Road East,Mumbai, 95 L,"8,878 ",1070 ,Ready to move
5802,seller,VERIFIED OWNER,2 BHK Apartment,Mira Road East,Mumbai, 98 L,"12,420 ",789 ,Ready to move
5803,seller,VERIFIED OWNER,1 BHK Apartment,Mira Road East,Mumbai, 59 L,"8,952 ",659 ,Ready to move
5804,seller,VERIFIED OWNER,1 BHK Apartment,Mira Road East,Mumbai, 61 L,"9,298 ",656 ,Ready to move
5805,seller,VERIFIED OWNER,2 BHK Apartment,Mira Road East,Mumbai, 78 L,"9,176 ",850 ,Ready to move
5806,seller,VERIFIED OWNER,2 BHK Apartment,Mira Road East,Mumbai, 1.1 Cr,"13,333 ",825 ,Ready to move
5807,seller,VERIFIED OWNER,2 BHK Apartment,Palghar,Mumbai, 38.7 L,"4,500 ",860 ,Ready to move
5808,seller,VERIFIED OWNER,1 BHK Apartment,Kurla East,Mumbai, 78 L,"12,000 ",650 ,Under Construction
5809,seller,VERIFIED OWNER,1 BHK Apartment,Bhandup West,Mumbai, 97 L,"16,869 ",575 ,Ready to move
5810,seller,VERIFIED OWNER,2 BHK Apartment,Ghodbander,Mumbai, 80 L,"9,815 ",815 ,Ready to move
5811,seller,VERIFIED OWNER,1 RK Studio Apartment,Dombivali East,Mumbai, 15 L,"4,918 ",305 ,Ready to move
5812,seller,VERIFIED OWNER,1 RK Studio Apartment,Dombivali East,Mumbai, 15 L,"4,918 ",305 ,Ready to move
5813,seller,VERIFIED OWNER,1 RK Studio Apartment,Dombivali East,Mumbai, 15 L,"4,918 ",305 ,Ready to move
5814,seller,VERIFIED OWNER,1 RK Studio Apartment,Dombivali East,Mumbai, 15 L,"4,918 ",305 ,Ready to move
5815,seller,VERIFIED OWNER,1 RK Studio Apartment,Dombivali East,Mumbai, 15 L,"4,918 ",305 ,Ready to move
5816,seller,VERIFIED OWNER,1 RK Studio Apartment,Dombivali East,Mumbai, 15 L,"4,918 ",305 ,Ready to move
5817,seller,VERIFIED OWNER,1 RK Studio Apartment,Dombivali East,Mumbai, 15 L,"4,918 ",305 ,Ready to move
5818,seller,VERIFIED OWNER,1 RK Studio Apartment,Dombivali East,Mumbai, 15 L,"4,918 ",305 ,Ready to move
5819,Unimont Group,BUILDER,1 BHK Apartment,Karjat,Mumbai, 23.79 L,"4,138 ",575 ,Under Construction
5820,Unimont Group,BUILDER,2 BHK Apartment,Karjat,Mumbai, 37.06 L,"4,412 ",840 ,Under Construction
5821,Unimont Group,BUILDER,1 BHK Apartment,Karjat,Mumbai, 22.34 L,"4,138 ",540 ,Under Construction
5822,Unimont Group,BUILDER,1 BHK Apartment,Karjat,Mumbai, 20.27 L,"4,138 ",490 ,Under Construction
5823,Unimont Group,BUILDER,2 BHK Apartment,Karjat,Mumbai, 35.07 L,"4,412 ",795 ,Under Construction
5824,Unimont Group,BUILDER,1 BHK Apartment,Karjat,Mumbai, 21.93 L,"4,138 ",530 ,Under Construction
5825,Unimont Group,BUILDER,1 BHK Apartment,Karjat,Mumbai, 24.62 L,"4,138 ",595 ,Under Construction
5826,Unimont Group,BUILDER,2 BHK Apartment,Karjat,Mumbai, 33.31 L,"4,412 ",755 ,Under Construction
5827,Unimont Group,BUILDER,2 BHK Apartment,Karjat,Mumbai, 34.41 L,"4,412 ",780 ,Under Construction
5828,Royal Realtors Group Of Companies,BUILDER,2 BHK Apartment,Malad East,Mumbai, 1.44 Cr,"22,748 ",633 ,Under Construction
5829,Royal Realtors Group Of Companies,BUILDER,2 BHK Apartment,Malad East,Mumbai, 1.44 Cr,"22,748 ",633 ,Under Construction
5830,Avant Group,BUILDER,1 BHK Apartment,Jogeshwari East,Mumbai, 1.02 Cr,"24,000 ",427 ,Under Construction
5831,Avant Group,BUILDER,1 BHK Apartment,Jogeshwari East,Mumbai, 91.2 L,"24,000 ",380 ,Under Construction
5832,Avant Group,BUILDER,2 BHK Apartment,Jogeshwari East,Mumbai, 1.24 Cr,"24,000 ",517 ,Under Construction
5833,Avant Group,BUILDER,2 BHK Apartment,Jogeshwari East,Mumbai, 1.51 Cr,"25,594 ",590 ,Under Construction
5834,Avant Group,BUILDER,2 BHK Apartment,Jogeshwari East,Mumbai, 1.51 Cr,"25,594 ",590 ,Under Construction
5835,Avant Group,BUILDER,2 BHK Apartment,Jogeshwari East,Mumbai, 1.73 Cr,"25,554 ",677 ,Under Construction
5836,Avant Group,BUILDER,2 BHK Apartment,Jogeshwari East,Mumbai, 1.73 Cr,"25,554 ",677 ,Under Construction
5837,seller,VERIFIED OWNER,Residential Plot,Shir Gaon,Mumbai, 9.1 L,548 ,1658 ,Resale
5838,seller,VERIFIED OWNER,Residential Plot,Ranjanpada Uran Panvel Road,Mumbai, 3 L,275 ,1089 ,Resale
5839,seller,VERIFIED OWNER,Residential Plot,Hendre Pada,Mumbai, 8.9 L,551 ,1614 ,Resale
5840,seller,VERIFIED OWNER,Residential Plot,Palghar,Mumbai, 17.49 L,729 ,2400 ,Resale
5841,seller,VERIFIED OWNER,Residential Plot,Warai,Mumbai, 9.25 L,596 ,1550 ,Resale
5842,seller,VERIFIED OWNER,Residential Plot,Khopoli,Mumbai, 16.8 L,480 ,3500 ,Resale
5843,seller,VERIFIED OWNER,Residential Plot,Neral,Mumbai, 6.44 L,599 ,1076 ,Resale
5844,seller,VERIFIED OWNER,Residential Plot,Warai,Mumbai, 9.3 L,600 ,1550 ,Resale
5845,seller,VERIFIED OWNER,Residential Plot,Dombivali East,Mumbai, 2.51 Cr,"10,040 ",2500 ,Resale
5846,AURUS HOMES,BUILDER,1 BHK Apartment,Taloja,Mumbai, 24.58 L,"7,229 ",340 ,Ready to move
5847,AURUS HOMES,BUILDER,1 BHK Apartment,Taloja,Mumbai, 32.32 L,"7,230 ",447 ,Ready to move
5848,Kalpataru Group,BUILDER,3 BHK Apartment,Andheri East,Mumbai, 3.19 Cr,"29,677 ",1076 ,Under Construction
5849,Kalpataru Group,BUILDER,3 BHK Apartment,Andheri East,Mumbai, 3.19 Cr,"29,677 ",1076 ,Under Construction
5850,Kalpataru Group,BUILDER,3 BHK Apartment,Andheri East,Mumbai, 3.19 Cr,"29,677 ",1076 ,Under Construction
5851,Kalpataru Group,BUILDER,2 BHK Apartment,Andheri East,Mumbai, 2.12 Cr,"29,561 ",718 ,Under Construction
5852,Kalpataru Group,BUILDER,3 BHK Apartment,Andheri East,Mumbai, 3.19 Cr,"29,677 ",1076 ,Under Construction
5853,Kalpataru Group,BUILDER,2 BHK Apartment,Andheri East,Mumbai, 2.24 Cr,"29,561 ",758 ,Under Construction
5854,Kalpataru Group,BUILDER,2 BHK Apartment,Andheri East,Mumbai, 2.12 Cr,"29,561 ",718 ,Under Construction
5855,Kalpataru Group,BUILDER,3 BHK Apartment,Andheri East,Mumbai, 2.94 Cr,"29,677 ",991 ,Under Construction
5856,Kalpataru Group,BUILDER,2 BHK Apartment,Andheri East,Mumbai, 2.24 Cr,"29,561 ",758 ,Under Construction
5857,Kalpataru Group,BUILDER,3 BHK Apartment,Andheri East,Mumbai, 2.94 Cr,"29,677 ",991 ,Under Construction
5858,Kalpataru Group,BUILDER,2 BHK Apartment,Andheri East,Mumbai, 1.82 Cr,"29,561 ",618 ,Under Construction
5859,Kalpataru Group,BUILDER,2 BHK Apartment,Andheri East,Mumbai, 1.82 Cr,"29,561 ",618 ,Under Construction
5860,Kalpataru Group,BUILDER,3 BHK Apartment,Andheri East,Mumbai, 3.06 Cr,"29,677 ",1033 ,Under Construction
5861,Kalpataru Group,BUILDER,3 BHK Apartment,Andheri East,Mumbai, 3.06 Cr,"29,677 ",1033 ,Under Construction
5862,Kalpataru Group,BUILDER,3 BHK Apartment,Andheri East,Mumbai, 2.7 Cr,"29,677 ",913 ,Under Construction
5863,Kalpataru Group,BUILDER,3 BHK Apartment,Andheri East,Mumbai, 2.7 Cr,"29,677 ",913 ,Under Construction
5864,Kalpataru Group,BUILDER,3 BHK Apartment,Andheri East,Mumbai, 2.57 Cr,"29,677 ",866 ,Under Construction
5865,Kalpataru Group,BUILDER,3 BHK Apartment,Andheri East,Mumbai, 2.57 Cr,"29,677 ",866 ,Under Construction
5866,Kalpataru Group,BUILDER,2 BHK Apartment,Andheri East,Mumbai, 1.7 Cr,"30,303 ",562 ,Under Construction
5867,Kalpataru Group,BUILDER,2 BHK Apartment,Andheri East,Mumbai, 1.7 Cr,"30,303 ",562 ,Under Construction
5868,Kalpataru Group,BUILDER,3 BHK Apartment,Andheri East,Mumbai, 2.81 Cr,"29,677 ",948 ,Under Construction
5869,Kalpataru Group,BUILDER,3 BHK Apartment,Andheri East,Mumbai, 2.81 Cr,"29,677 ",948 ,Under Construction
5870,Kalpataru Group,BUILDER,2 BHK Apartment,Thane West,Mumbai, 1.46 Cr,"20,505 ",712 ,Under Construction
5871,Kalpataru Group,BUILDER,2 BHK Apartment,Thane West,Mumbai, 1.46 Cr,"20,505 ",712 ,Under Construction
5872,Kalpataru Group,BUILDER,2 BHK Apartment,Thane West,Mumbai, 1.46 Cr,"20,505 ",712 ,Under Construction
5873,Kalpataru Group,BUILDER,2 BHK Apartment,Thane West,Mumbai, 1.46 Cr,"20,505 ",712 ,Under Construction
5874,Kalpataru Group,BUILDER,3 BHK Apartment,Mulund West,Mumbai, 2.85 Cr,"25,538 ",1116 ,Under Construction
5875,Kalpataru Group,BUILDER,3 BHK Apartment,Mulund West,Mumbai, 2.85 Cr,"25,538 ",1116 ,Under Construction
5876,Kalpataru Group,BUILDER,3 BHK Apartment,Mulund West,Mumbai, 2.45 Cr,"23,201 ",1056 ,Under Construction
5877,Kalpataru Group,BUILDER,3 BHK Apartment,Mulund West,Mumbai, 2.45 Cr,"23,201 ",1056 ,Under Construction
5878,Kalpataru Group,BUILDER,3 BHK Apartment,Mulund West,Mumbai, 2.45 Cr,"24,138 ",1015 ,Under Construction
5879,Kalpataru Group,BUILDER,3 BHK Apartment,Mulund West,Mumbai, 2.45 Cr,"24,138 ",1015 ,Under Construction
5880,Kalpataru Group,BUILDER,3 BHK Apartment,Mulund West,Mumbai, 2.85 Cr,"25,538 ",1116 ,Under Construction
5881,Kalpataru Group,BUILDER,3 BHK Apartment,Mulund West,Mumbai, 2.85 Cr,"25,538 ",1116 ,Under Construction
5882,Kalpataru Group,BUILDER,3 BHK Apartment,Mulund West,Mumbai, 2.45 Cr,"23,201 ",1056 ,Under Construction
5883,Kalpataru Group,BUILDER,3 BHK Apartment,Mulund West,Mumbai, 2.45 Cr,"23,201 ",1056 ,Under Construction
5884,Kalpataru Group,BUILDER,3 BHK Apartment,Mulund West,Mumbai, 2.45 Cr,"24,138 ",1015 ,Under Construction
5885,Kalpataru Group,BUILDER,3 BHK Apartment,Mulund West,Mumbai, 2.45 Cr,"24,138 ",1015 ,Under Construction
5886,Ashwini properties,AGENT,2 BHK Apartment,kasaradavali thane west,Mumbai, 73 L,"8,111 ",900 ,Ready to move
5887,T Padwal Realty,AGENT,2 BHK Apartment,Chembur,Mumbai, 1.62 Cr,"22,500 ",721 ,Under Construction
5888,T Padwal Realty,AGENT,2 BHK Apartment,Chembur,Mumbai, 1.62 Cr,"22,500 ",721 ,Under Construction
5889,T Padwal Realty,AGENT,2 BHK Apartment,Chembur,Mumbai, 1.45 Cr,"22,500 ",645 ,Under Construction
5890,T Padwal Realty,AGENT,2 BHK Apartment,Chembur,Mumbai, 1.45 Cr,"22,500 ",645 ,Under Construction
5891,My Home Properties,AGENT,2 BHK Apartment,Ulwe,Mumbai, 55 L,"5,445 ",1010 ,Ready to move
5892,My Home Properties,AGENT,1 BHK Apartment,Ulwe,Mumbai, 35 L,"5,468 ",640 ,Ready to move
5893,Sales Team,AGENT,1 BHK Apartment,Malad East,Mumbai, 68 L,"20,298 ",335 ,Under Construction
5894,Sales Team,AGENT,1 BHK Apartment,Malad East,Mumbai, 68 L,"20,298 ",335 ,Under Construction
5895,Sales Team,AGENT,2 BHK Apartment,Malad East,Mumbai, 1.08 Cr,"20,571 ",525 ,Under Construction
5896,Sales Team,AGENT,2 BHK Apartment,Malad East,Mumbai, 1.08 Cr,"20,571 ",525 ,Under Construction
5897,Sales Team,AGENT,1 BHK Apartment,Malad East,Mumbai, 80 L,"20,779 ",385 ,Under Construction
5898,Sales Team,AGENT,1 BHK Apartment,Malad East,Mumbai, 80 L,"20,779 ",385 ,Under Construction
5899,Sales Team,AGENT,1 BHK Apartment,Malad East,Mumbai, 87 L,"20,963 ",415 ,Under Construction
5900,Sales Team,AGENT,1 BHK Apartment,Malad East,Mumbai, 87 L,"20,963 ",415 ,Under Construction
5901,Varad Rokade,AGENT,2 BHK Apartment,Thane West,Mumbai, 1.45 Cr,"16,111 ",900 ,Ready to move
5902,sahdev chaudhari,AGENT,2 BHK Apartment,Airoli,Mumbai, 80 L,"13,333 ",600 ,Ready to move
5903,house notch,AGENT,3 BHK Apartment,Panvel,Mumbai, 2.13 Cr,"21,300 ",1000 ,Ready to move
5904,house notch,AGENT,3 BHK Apartment,Panvel,Mumbai, 2.13 Cr,"21,300 ",1000 ,Ready to move
5905,house notch,AGENT,3 BHK Apartment,Panvel,Mumbai, 2.13 Cr,"21,300 ",1000 ,Ready to move
5906,house notch,AGENT,2 BHK Apartment,Panvel,Mumbai, 1.16 Cr,"18,181 ",638 ,Ready to move
5907,house notch,AGENT,3 BHK Apartment,Panvel,Mumbai, 2.13 Cr,"21,300 ",1000 ,Ready to move
5908,house notch,AGENT,4 BHK Apartment,Panvel,Mumbai, 3.23 Cr,"20,276 ",1593 ,Ready to move
5909,house notch,AGENT,2 BHK Apartment,Panvel,Mumbai, 1.16 Cr,"18,181 ",638 ,Ready to move
5910,house notch,AGENT,2 BHK Apartment,Panvel,Mumbai, 1.2 Cr,"18,662 ",643 ,Ready to move
5911,house notch,AGENT,4 BHK Apartment,Panvel,Mumbai, 3.23 Cr,"20,276 ",1593 ,Ready to move
5912,house notch,AGENT,2 BHK Apartment,Panvel,Mumbai, 1.2 Cr,"18,662 ",643 ,Ready to move
5913,house notch,AGENT,3 BHK Apartment,Panvel,Mumbai, 2.2 Cr,"19,730 ",1115 ,Ready to move
5914,house notch,AGENT,3 BHK Apartment,Panvel,Mumbai, 2.2 Cr,"19,730 ",1115 ,Ready to move
5915,house notch,AGENT,3 BHK Apartment,Panvel,Mumbai, 2.25 Cr,"19,514 ",1153 ,Ready to move
5916,house notch,AGENT,3 BHK Apartment,Panvel,Mumbai, 2.25 Cr,"19,514 ",1153 ,Ready to move
5917,house notch,AGENT,3 BHK Apartment,Panvel,Mumbai, 2.5 Cr,"14,005 ",1785 ,Ready to move
5918,house notch,AGENT,3 BHK Apartment,Panvel,Mumbai, 2.5 Cr,"14,005 ",1785 ,Ready to move
5919,house notch,AGENT,3 BHK Apartment,Panvel,Mumbai, 2.1 Cr,"21,148 ",993 ,Ready to move
5920,house notch,AGENT,3 BHK Apartment,Panvel,Mumbai, 2.2 Cr,"19,730 ",1115 ,Ready to move
5921,house notch,AGENT,3 BHK Apartment,Panvel,Mumbai, 2.25 Cr,"19,514 ",1153 ,Ready to move
5922,house notch,AGENT,3 BHK Apartment,Panvel,Mumbai, 2.25 Cr,"19,514 ",1153 ,Ready to move
5923,house notch,AGENT,3 BHK Apartment,Panvel,Mumbai, 2.5 Cr,"14,005 ",1785 ,Ready to move
5924,house notch,AGENT,3 BHK Apartment,Panvel,Mumbai, 2.5 Cr,"14,005 ",1785 ,Ready to move
5925,house notch,AGENT,3 BHK Apartment,Panvel,Mumbai, 2.1 Cr,"21,148 ",993 ,Ready to move
5926,house notch,AGENT,3 BHK Apartment,Panvel,Mumbai, 2.1 Cr,"21,148 ",993 ,Ready to move
5927,house notch,AGENT,2 BHK Apartment,Panvel,Mumbai, 1.3 Cr,"19,667 ",661 ,Ready to move
5928,house notch,AGENT,2 BHK Apartment,Panvel,Mumbai, 1.3 Cr,"19,667 ",661 ,Ready to move
5929,house notch,AGENT,3 BHK Apartment,Panvel,Mumbai, 2.15 Cr,"21,224 ",1013 ,Ready to move
5930,house notch,AGENT,3 BHK Apartment,Panvel,Mumbai, 2.15 Cr,"21,224 ",1013 ,Ready to move
5931,house notch,AGENT,4 BHK Apartment,Panvel,Mumbai, 3.23 Cr,"20,124 ",1605 ,Ready to move
5932,house notch,AGENT,4 BHK Apartment,Panvel,Mumbai, 3.23 Cr,"20,124 ",1605 ,Ready to move
5933,Riyansh Enterprise,AGENT,2 BHK Apartment,Thane West,Mumbai, 83.35 L,"16,505 ",505 ,Under Construction
5934,Riyansh Enterprise,AGENT,2 BHK Apartment,Thane West,Mumbai, 83.35 L,"16,505 ",505 ,Under Construction
5935,Riyansh Enterprise,AGENT,1 BHK Apartment,Thane West,Mumbai, 50.97 L,"16,550 ",309 ,Under Construction
5936,Riyansh Enterprise,AGENT,1 BHK Apartment,Thane West,Mumbai, 50.97 L,"16,550 ",309 ,Under Construction
5937,Riyansh Enterprise,AGENT,1 BHK Apartment,Thane West,Mumbai, 52.47 L,"16,502 ",318 ,Under Construction
5938,Riyansh Enterprise,AGENT,1 BHK Apartment,Thane West,Mumbai, 52.47 L,"16,502 ",318 ,Under Construction
5939,Riyansh Enterprise,AGENT,1 BHK Apartment,Thane West,Mumbai, 50.31 L,"16,551 ",305 ,Under Construction
5940,Riyansh Enterprise,AGENT,2 BHK Apartment,Thane West,Mumbai, 69.52 L,"13,766 ",505 ,Under Construction
5941,Riyansh Enterprise,AGENT,2 BHK Apartment,Thane West,Mumbai, 69.52 L,"13,766 ",505 ,Under Construction
5942,Riyansh Enterprise,AGENT,1 BHK Apartment,Thane West,Mumbai, 42.54 L,"13,811 ",309 ,Under Construction
5943,Riyansh Enterprise,AGENT,1 BHK Apartment,Thane West,Mumbai, 42.54 L,"13,811 ",309 ,Under Construction
5944,Riyansh Enterprise,AGENT,1 BHK Apartment,Thane West,Mumbai, 43.77 L,"13,764 ",318 ,Under Construction
5945,Riyansh Enterprise,AGENT,1 BHK Apartment,Thane West,Mumbai, 43.77 L,"13,764 ",318 ,Under Construction
5946,Riyansh Enterprise,AGENT,1 BHK Apartment,Thane West,Mumbai, 41.99 L,"13,812 ",305 ,Under Construction
5947,Riyansh Enterprise,AGENT,1 BHK Apartment,Thane West,Mumbai, 41.99 L,"13,812 ",305 ,Under Construction
5948,Riyansh Enterprise,AGENT,1 BHK Apartment,Thane West,Mumbai, 43.64 L,"13,810 ",317 ,Under Construction
5949,Riyansh Enterprise,AGENT,1 BHK Apartment,Thane West,Mumbai, 43.64 L,"13,810 ",317 ,Under Construction
5950,Riyansh Enterprise,AGENT,2 BHK Apartment,Thane West,Mumbai, 80.76 L,"16,515 ",489 ,Under Construction
5951,Riyansh Enterprise,AGENT,2 BHK Apartment,Thane West,Mumbai, 80.76 L,"16,515 ",489 ,Under Construction
5952,Sheetal Assocate,AGENT,2 BHK Apartment,Mira Road East,Mumbai, 98.9 L,"10,410 ",950 ,Ready to move
5953,Shri Krishna Properties,AGENT,2 BHK Apartment,Thane West,Mumbai, 78 L,"9,750 ",800 ,Ready to move
5954,My Home Properties,AGENT,1 BHK Apartment,Ulwe,Mumbai, 35 L,"5,147 ",680 ,Ready to move
5955,My Home Properties,AGENT,2 BHK Apartment,Ulwe,Mumbai, 55 L,"5,789 ",950 ,Ready to move
5956,Destiny properties,AGENT,2 BHK Apartment,Kharghar,Mumbai, 99.78 L,"15,592 ",640 ,Under Construction
5957,Destiny properties,AGENT,2 BHK Apartment,Kharghar,Mumbai, 99.78 L,"15,592 ",640 ,Under Construction
5958,Destiny properties,AGENT,2 BHK Apartment,Kharghar,Mumbai, 99.78 L,"15,592 ",640 ,Under Construction
5959,Destiny properties,AGENT,2 BHK Apartment,Kharghar,Mumbai, 99.78 L,"15,592 ",640 ,Under Construction
5960,Individual Agent,AGENT,1 BHK Apartment,Palava,Mumbai, 25 L,"5,882 ",425 ,Ready to move
5961,Individual Agent,AGENT,1 BHK Apartment,Atgaon,Mumbai, 16 L,"3,478 ",460 ,Ready to move
5962,Amarantos,AGENT,1 RK Studio Apartment,Taloja,Mumbai, 21 L,"7,984 ",263 ,Under Construction
5963,Amarantos,AGENT,2 BHK Apartment,Taloja,Mumbai, 45 L,"7,867 ",572 ,Under Construction
5964,Amarantos,AGENT,1 RK Studio Apartment,Taloja,Mumbai, 21 L,"7,984 ",263 ,Under Construction
5965,Amarantos,AGENT,1 RK Studio Apartment,Taloja,Mumbai, 22.5 L,"7,601 ",296 ,Under Construction
5966,Amarantos,AGENT,2 BHK Apartment,Taloja,Mumbai, 45 L,"7,867 ",572 ,Under Construction
5967,Amarantos,AGENT,1 BHK Apartment,Taloja,Mumbai, 33.5 L,"7,845 ",427 ,Under Construction
5968,Amarantos,AGENT,1 RK Studio Apartment,Taloja,Mumbai, 22.5 L,"7,601 ",296 ,Under Construction
5969,Amarantos,AGENT,1 BHK Apartment,Taloja,Mumbai, 29.95 L,"8,051 ",372 ,Under Construction
5970,Amarantos,AGENT,1 BHK Apartment,Taloja,Mumbai, 33.5 L,"7,845 ",427 ,Under Construction
5971,Amarantos,AGENT,1 BHK Apartment,Taloja,Mumbai, 29.95 L,"8,051 ",372 ,Under Construction
5972,Amarantos,AGENT,1 BHK Apartment,Taloja,Mumbai, 37.5 L,"7,700 ",487 ,Under Construction
5973,Amarantos,AGENT,1 BHK Apartment,Taloja,Mumbai, 37.5 L,"7,700 ",487 ,Under Construction
5974,Atharva Estates,AGENT,1 BHK Apartment,Dombivali East,Mumbai, 32 L,"6,597 ",485 ,Ready to move
5975,Atharva Estates,AGENT,1 BHK Apartment,Dombivali East,Mumbai, 14 L,"4,242 ",330 ,Ready to move
5976,Atharva Estates,AGENT,2 BHK Apartment,Dombivli (West),Mumbai, 70 L,"7,142 ",980 ,Ready to move
5977,Property Market,AGENT,1 BHK Apartment,Mira Road East,Mumbai, 60.5 L,"8,962 ",675 ,Ready to move
5978,Property Market,AGENT,2 BHK Apartment,Mira Road East,Mumbai, 90 L,"8,411 ",1070 ,Under Construction
5979,Mazharali Siddique,AGENT,2 BHK Apartment,Panvel,Mumbai, 72.99 L,"12,695 ",576 ,Under Construction
5980,Mazharali Siddique,AGENT,2 BHK Apartment,Panvel,Mumbai, 72.99 L,"12,695 ",576 ,Under Construction
5981,Mazharali Siddique,AGENT,2 BHK Apartment,Panvel,Mumbai, 72.99 L,"12,695 ",576 ,Under Construction
5982,Mazharali Siddique,AGENT,2 BHK Apartment,Panvel,Mumbai, 72.99 L,"12,695 ",576 ,Under Construction
5983,Mazharali Siddique,AGENT,1 BHK Apartment,Panvel,Mumbai, 51.99 L,"12,092 ",431 ,Under Construction
5984,Mazharali Siddique,AGENT,1 BHK Apartment,Panvel,Mumbai, 51.99 L,"12,092 ",431 ,Under Construction
5985,Mazharali Siddique,AGENT,1 BHK Apartment,Panvel,Mumbai, 52.99 L,"11,572 ",459 ,Under Construction
5986,Mazharali Siddique,AGENT,1 BHK Apartment,Panvel,Mumbai, 52.99 L,"11,572 ",459 ,Under Construction
5987,Mazharali Siddique,AGENT,2 BHK Apartment,Taloja,Mumbai, 80 L,"15,180 ",527 ,Under Construction
5988,Mazharali Siddique,AGENT,2 BHK Apartment,Taloja,Mumbai, 80 L,"15,180 ",527 ,Under Construction
5989,Mazharali Siddique,AGENT,1 BHK Apartment,Taloja,Mumbai, 55 L,"15,714 ",350 ,Under Construction
5990,Mazharali Siddique,AGENT,1 BHK Apartment,Taloja,Mumbai, 55 L,"15,714 ",350 ,Under Construction
5991,Mazharali Siddique,AGENT,2 BHK Apartment,Taloja,Mumbai, 80 L,"15,180 ",527 ,Under Construction
5992,Mazharali Siddique,AGENT,2 BHK Apartment,Taloja,Mumbai, 80 L,"15,180 ",527 ,Under Construction
5993,Mazharali Siddique,AGENT,1 BHK Apartment,Taloja,Mumbai, 55 L,"15,714 ",350 ,Under Construction
5994,Mazharali Siddique,AGENT,1 BHK Apartment,Taloja,Mumbai, 55 L,"15,714 ",350 ,Under Construction
5995,Mazharali Siddique,AGENT,2 BHK Apartment,Thane West,Mumbai, 1.4 Cr,"21,978 ",637 ,Under Construction
5996,Mazharali Siddique,AGENT,2 BHK Apartment,Thane West,Mumbai, 1.4 Cr,"21,978 ",637 ,Under Construction
5997,Mazharali Siddique,AGENT,2 BHK Apartment,Thane West,Mumbai, 1.33 Cr,"22,123 ",603 ,Under Construction
5998,Mazharali Siddique,AGENT,2 BHK Apartment,Thane West,Mumbai, 1.33 Cr,"22,123 ",603 ,Under Construction
5999,Mazharali Siddique,AGENT,2 BHK Apartment,Thane West,Mumbai, 1.4 Cr,"21,978 ",637 ,Under Construction
6000,Mazharali Siddique,AGENT,2 BHK Apartment,Thane West,Mumbai, 1.4 Cr,"21,978 ",637 ,Under Construction
6001,Mazharali Siddique,AGENT,2 BHK Apartment,Thane West,Mumbai, 1.33 Cr,"22,123 ",603 ,Under Construction
6002,Mazharali Siddique,AGENT,2 BHK Apartment,Thane West,Mumbai, 1.33 Cr,"22,123 ",603 ,Under Construction
6003,Mazharali Siddique,AGENT,2 BHK Apartment,Thane West,Mumbai, 1.38 Cr,"22,123 ",625 ,Under Construction
6004,Mazharali Siddique,AGENT,2 BHK Apartment,Thane West,Mumbai, 1.38 Cr,"22,123 ",625 ,Under Construction
6005,Mazharali Siddique,AGENT,2 BHK Apartment,Thane West,Mumbai, 1.32 Cr,"22,160 ",601 ,Under Construction
6006,Mazharali Siddique,AGENT,2 BHK Apartment,Thane West,Mumbai, 1.32 Cr,"22,160 ",601 ,Under Construction
6007,Mazharali Siddique,AGENT,2 BHK Apartment,Thane West,Mumbai, 1.25 Cr,"22,123 ",565 ,Under Construction
6008,Mazharali Siddique,AGENT,2 BHK Apartment,Thane West,Mumbai, 1.25 Cr,"22,123 ",565 ,Under Construction
6009,Mazharali Siddique,AGENT,2 BHK Apartment,Thane West,Mumbai, 1.32 Cr,"22,123 ",601 ,Under Construction
6010,Mazharali Siddique,AGENT,2 BHK Apartment,Thane West,Mumbai, 1.32 Cr,"22,123 ",601 ,Under Construction
6011,Mazharali Siddique,AGENT,2 BHK Apartment,Thane West,Mumbai, 1.32 Cr,"22,123 ",600 ,Under Construction
6012,Mazharali Siddique,AGENT,2 BHK Apartment,Thane West,Mumbai, 1.32 Cr,"22,123 ",600 ,Under Construction
6013,Mazharali Siddique,AGENT,2 BHK Apartment,Thane West,Mumbai, 1.03 Cr,"13,750 ",752 ,Under Construction
6014,Mazharali Siddique,AGENT,2 BHK Apartment,Thane West,Mumbai, 1.03 Cr,"13,750 ",752 ,Under Construction
6015,Mazharali Siddique,AGENT,2 BHK Apartment,Thane West,Mumbai, 1.03 Cr,"13,750 ",752 ,Under Construction
6016,Mazharali Siddique,AGENT,2 BHK Apartment,Thane West,Mumbai, 1.03 Cr,"13,750 ",752 ,Under Construction
6017,Mazharali Siddique,AGENT,1 BHK Apartment,Thane West,Mumbai, 54.17 L,"13,750 ",394 ,Under Construction
6018,Mazharali Siddique,AGENT,1 BHK Apartment,Thane West,Mumbai, 54.17 L,"13,750 ",394 ,Under Construction
6019,Mazharali Siddique,AGENT,2 BHK Apartment,Thane West,Mumbai, 73.56 L,"13,750 ",535 ,Under Construction
6020,Mazharali Siddique,AGENT,2 BHK Apartment,Thane West,Mumbai, 73.56 L,"13,750 ",535 ,Under Construction
6021,Mazharali Siddique,AGENT,2 BHK Apartment,Thane West,Mumbai, 80.02 L,"13,750 ",582 ,Under Construction
